date,ridge_lo_2,ridge_lns_2,ridge_los_2,ridge_mx_2,ridge_lo_3,ridge_lns_3,ridge_los_3,ridge_mx_3,ridge_lo_4,ridge_lns_4,ridge_los_4,ridge_mx_4
2005-02-01,0.02749251060999623,0.04489384605742969,0.02023239668928012,0.02749251060999623,0.028288975815114498,0.046022346155091085,0.04295629457683131,0.028288975815114498,0.02984950149909701,0.04646254931831619,0.045899898570141734,0.02984950149909701
2005-03-01,0.05788421006110581,0.09126450820992053,0.0750725554981725,0.05788421006110581,0.04568029254041286,0.06752114095555443,0.06420052520350926,0.04568029254041286,0.04044923395528798,0.059724539304611406,0.05739577291610045,0.04044923395528798
2005-04-01,0.016849299561336475,0.04473481583910176,0.03814796653652699,0.016849299561336475,0.018002798474979664,0.04707754389557108,0.04076728901898949,0.018002798474979664,0.019009942526708717,0.049428024140131505,0.04310670113286949,0.019009942526708717
2005-05-01,-0.01447638784162051,-0.02516613382287923,-0.016236579322821666,-0.01447638784162051,-0.025543875346807375,-0.03747659634604166,-0.03148896207606345,-0.025543875346807375,-0.01727550940056292,-0.026174940258851913,-0.022405552582643328,-0.01727550940056292
2005-06-01,0.024802751511574555,0.02662608097294503,0.023171246116202693,0.024802751511574555,0.019893905244782583,0.024236418674794896,0.020026088725451686,0.019893905244782583,0.017383132114890492,0.027849306422880755,0.017815857068005925,0.017383132114890492
2005-07-01,0.05738345716843432,0.05830279753146528,0.05095188441787738,0.05738345716843432,0.04106158105658446,0.04197406955507186,0.040598937947842646,0.04106158105658446,0.03654368510258641,0.037528768064166815,0.03677845056814921,0.03654368510258641
2005-08-01,0.04808266480515174,0.05063848919857934,0.04231956908031925,0.04808266480515174,0.04740835274341451,0.050695890999025134,0.04581989892275092,0.04740835274341451,0.043205598613146344,0.0467440208832156,0.04249077147238519,0.043205598613146344
2005-09-01,-0.009565048125695787,0.001383924168603654,-0.008255216740627982,-0.009565048125695787,-0.012772873169733972,-0.004684431469957592,-0.01222869630493977,-0.012772873169733972,-0.01402197487343354,-0.006281398620194164,-0.00614818098551159,-0.01402197487343354
2005-10-01,0.028175508282649555,0.0114569403940745,0.008152893467172432,0.028175508282649555,0.02797340898720523,0.00836821537577074,0.007809608115959641,0.02797340898720523,0.031720785982778554,0.008805395753142773,0.005837708161937274,0.031720785982778554
2005-11-01,-0.08375590303881805,-0.06275873174917837,-0.07364678795603441,-0.08375590303881805,-0.07526022233882243,-0.05595049202174828,-0.07148977656062944,-0.07526022233882243,-0.07701578766198335,-0.05806680225946962,-0.07219150484132497,-0.07701578766198335
2005-12-01,0.029255075469324144,0.03637306216525063,0.02886809025754427,0.029255075469324144,0.030300083128053965,0.038448509943143167,0.02972325546837933,0.030300083128053965,0.03724906806565452,0.04481835519318105,0.03752528756189835,0.03724906806565452
2006-01-01,0.018983006721276802,0.008722648162305387,0.001957402001151163,0.018983006721276802,0.01596511656131235,0.007287257584932127,0.006637119215344519,0.01596511656131235,0.01554820962879065,0.007758555132280437,0.006647015912760341,0.01554820962879065
2006-02-01,0.028319827808226363,0.03128219402831936,0.027934587936494528,0.028319827808226363,0.028663317347762965,0.029836721422442085,0.028251135221334288,0.028663317347762965,0.026445306212491512,0.02742500875423491,0.026635762124671867,0.026445306212491512
2006-03-01,-0.01669928927658356,-0.006513842353763076,0.000550113514565383,-0.01669928927658356,-0.013548164932315868,-0.00798249408551557,-0.008059353504731718,-0.013548164932315868,-0.012553263663624123,-0.00848861837725661,-0.0072688069098148615,-0.012553263663624123
2006-04-01,-0.001044335270695153,-0.0004908029533999175,0.0076890465954152195,-0.001044335270695153,0.005615256776821022,0.0011413119674632537,-0.0028610394160718936,0.005615256776821022,0.0066074284180432305,0.0009056753645632901,-0.0005367102008995375,0.0066074284180432305
2006-05-01,0.02073662338719231,0.02274799677011937,0.02191673248366481,0.02073662338719231,0.019908676074368643,0.021553374167338855,0.02051423515598267,0.019908676074368643,0.016857010378465972,0.018912271268924634,0.017934057762463474,0.016857010378465972
