date,GMM_Regime_0,GMM_Regime_1,GMM_Regime_2,GMM_Regime_3,GMM_Regime_4,GMM_Regime_5
1964-07-01,0.0,7.37755294492082e-26,1.774304339570005e-08,0.9999999822569593,0.0,3.9019812418153473e-16
1964-08-01,0.0,2.886646859288247e-56,1.5644720058861536e-16,1.0,0.0,2.1540628135420924e-29
1964-09-01,0.0,1.1267044196990056e-50,1.5456548581311846e-13,0.9999999999899885,0.0,9.854208179996788e-12
1964-10-01,0.0,2.42214425160552e-222,3.636451456982432e-74,1.2172051548984578e-31,1.0,1.8751377138044989e-103
1964-11-01,0.0,8.394699991921055e-259,2.894605146949515e-51,1.0,0.0,8.952978479308985e-111
1964-12-01,0.0,1.8541058596853433e-48,6.253681075016036e-13,0.9999999999993747,0.0,1.8117207296411854e-33
1965-01-01,0.0,4.0449422995430975e-15,9.088875054391364e-19,0.9999999999999929,0.0,7.61246400371129e-29
1965-02-01,0.0,3.7111264432779174e-56,1.8674041991299305e-19,1.0,0.0,2.228922716018422e-88
1965-03-01,0.0,3.789196867205847e-31,7.92924561684577e-10,0.9999999992070769,0.0,1.69253763932413e-29
1965-04-01,0.0,4.064600871659511e-40,3.45459670570992e-11,0.9999999999654534,0.0,3.038276227320956e-40
1965-05-01,0.0,1.8327584259557813e-55,1.8946490678640755e-11,0.9999999999810569,0.0,5.59976316832394e-65
1965-06-01,0.0,4.013042501603586e-31,1.0131794942569527e-09,0.9999999989868229,0.0,2.915937230489382e-18
1965-07-01,0.0,3.7422262149314e-61,1.9134937164279105e-23,1.0,0.0,1.177920147081782e-35
1965-08-01,0.0,2.670909279558729e-63,1.923285040047362e-25,1.0,0.0,9.563089083965038e-44
1965-09-01,0.0,8.652880361669596e-63,6.256725934587994e-14,0.999999999999936,0.0,1.0208857239092154e-31
1965-10-01,0.0,5.66484363180806e-53,2.149240058103429e-16,1.0,0.0,5.1244691254670534e-36
1965-11-01,0.0,3.433558782553078e-21,9.092147556796926e-11,0.999999999909079,0.0,1.3378958246224226e-24
1965-12-01,0.0,1.9739406097356437e-42,9.093975696029207e-13,0.9999999999990905,0.0,1.317452417136884e-21
1966-01-01,0.0,3.3616184325249686e-20,1.0747293673757161e-17,1.0,0.0,6.41037285894679e-34
1966-02-01,0.0,3.113763214761105e-21,1.2356190938158882e-16,1.0,0.0,1.4658808810611174e-56
1966-03-01,0.0,3.12585417424047e-39,5.306486511634143e-29,1.0,0.0,7.538331659469067e-53
1966-04-01,0.0,5.027036048751924e-36,4.90911271180074e-34,1.0,0.0,4.52076110222052e-31
1966-05-01,0.0,6.385131836637129e-38,1.6621674438291894e-42,1.4663918360698749e-08,0.0,0.9999999853360819
1966-06-01,0.0,4.69251097665191e-45,2.6476348403310927e-17,1.0,0.0,1.3197313727790473e-36
1966-07-01,0.0,1.1328638054911036e-38,1.323141637596352e-14,0.9999999999999858,0.0,2.920740316641767e-29
1966-08-01,0.0,0.9999756940668263,8.494328654615514e-18,2.4305933170421963e-05,0.0,4.04169911105739e-23
1966-09-01,0.0,1.284175732111761e-44,2.0862621438289516e-17,1.0,0.0,3.0868648612313666e-35
1966-10-01,0.0,0.9999723253920101,2.3828293319614545e-10,2.767436970413559e-05,0.0,1.8094943189172197e-19
1966-11-01,0.0,1.0378661437222163e-40,3.43699100836034e-11,0.999999999965631,0.0,6.739712243918696e-25
1966-12-01,0.0,1.7026893532044583e-27,6.6168641664683636e-12,0.9999999999933848,0.0,3.8504727307713723e-20
1967-01-01,0.0,0.9999991526035823,1.6659622215681452e-22,8.473964247637777e-07,0.0,8.63870355354094e-42
1967-02-01,0.0,6.72594848814609e-55,1.7458460381422866e-25,6.649265023113518e-18,1.0,1.3801888903006117e-29
1967-03-01,0.0,4.269734695988428e-43,4.597314234346967e-14,0.9999999999999574,0.0,3.4416136180703485e-28
1967-04-01,0.0,3.740081934406604e-18,6.864766928214143e-11,0.9999999999313545,0.0,5.407127483948048e-28
1967-05-01,0.0,1.3965479406328121e-33,0.9997139159667752,0.00028608403270876417,0.0,5.175940116360979e-13
1967-06-01,0.0,6.2868848205861845e-37,2.716327923881683e-10,0.9999999997283666,0.0,5.621445518696339e-38
1967-07-01,0.0,4.264455573308977e-72,1.5420675290004832e-12,0.9999999999984581,0.0,7.863728062409913e-21
1967-08-01,0.0,1.3950972110435504e-54,2.2463448511394978e-17,1.0,0.0,9.442791924046347e-28
1967-09-01,0.0,3.968624256646131e-53,2.5999354944659914e-11,0.9999999999740012,0.0,2.462437450078405e-27
1967-10-01,0.0,4.9210088950151397e-20,1.046920430232748e-09,0.9999999989480273,0.0,5.054212219488867e-12
1967-11-01,0.0,7.150032233047571e-59,5.7256172694823746e-15,0.9999999999999929,0.0,2.1585814499077594e-27
1967-12-01,0.0,5.722930273631064e-59,5.1570235290955324e-09,0.9999999948429732,0.0,2.484425058657302e-37
1968-01-01,0.0,4.95694449820942e-94,1.1335010272737792e-29,1.0,0.0,1.8164395388540985e-121
1968-02-01,0.0,2.77739216201686e-109,3.3368376078605345e-27,1.0,0.0,1.1003814641212078e-185
1968-03-01,0.0,5.342894785848331e-29,3.6215744576666223e-06,0.9999963784255423,0.0,7.238675921325925e-45
1968-04-01,0.0,1.1884104295638417e-55,1.1071715005733745e-10,0.9999999998892832,0.0,4.517446439861976e-22
1968-05-01,0.0,1.6612939222618038e-37,2.3571638275588632e-12,0.999999999997641,0.0,5.114058224577452e-28
1968-06-01,0.0,2.6985135990187635e-42,4.3912760557482333e-07,0.9999995608723933,0.0,9.174273219452776e-20
1968-07-01,0.0,2.196057583993922e-43,1.787864743424938e-09,0.9999999982121324,0.0,1.108960327880836e-50
1968-08-01,0.0,4.336082736181413e-40,6.688511960436703e-06,0.9999933114880409,0.0,2.3367315034722315e-22
1968-09-01,0.0,3.97458847568594e-31,4.6912103614346396e-06,0.9999953087896404,0.0,8.917324412617218e-20
1968-10-01,0.0,3.0194531823259206e-44,1.8427744602006454e-43,1.0,0.0,2.5003663695799904e-25
1968-11-01,0.0,9.61021089968653e-41,4.76028979481265e-56,1.0,0.0,3.2461323880605556e-32
1968-12-01,0.0,4.948929618302107e-32,1.0926761468682605e-16,1.0,0.0,2.5460076992688134e-26
1969-01-01,0.0,3.234581959744358e-28,5.829701426240678e-14,0.9999999999999432,0.0,1.908415891782686e-35
1969-02-01,0.0,5.4949456646970416e-64,8.31338117709172e-21,1.0,0.0,1.0035428882379425e-38
1969-03-01,0.0,2.2867297879176165e-26,1.0298463451613635e-06,0.9999989701536522,0.0,9.104452617697813e-23
1969-04-01,0.0,1.1900380319356467e-28,9.386201983022658e-10,9.51358240679129e-05,0.0,0.9999048632373129
1969-05-01,0.0,1.4560290378868075e-21,1.2174086345576672e-06,0.9999987825913571,0.0,9.393968579389452e-15
1969-06-01,0.0,4.0069973464859157e-41,2.7214641672008914e-14,1.160047926474583e-11,0.0,0.9999999999883755
1969-07-01,0.0,3.0638124778614916e-24,0.9999660089458495,3.39910169452817e-05,0.0,3.720600996172495e-11
1969-08-01,0.0,2.8797371315067214e-37,8.063431209976452e-07,0.999998187771184,0.0,1.005885697462268e-06
1969-09-01,0.0,1.015186635106077e-37,0.9990558762072775,0.0009441237927200238,0.0,3.9327692136294575e-17
1969-10-01,0.0,8.251888980029076e-38,1.0894910623062595e-21,1.0,0.0,1.0792354474527335e-59
1969-11-01,0.0,6.2737328733774e-52,2.4296501650454707e-13,0.9999999999997584,0.0,1.742163963437196e-39
1969-12-01,0.0,4.850995827688717e-12,0.991118984509344,0.008881015485772624,0.0,3.017032049240309e-14
1970-01-01,0.0,2.6833747701301165e-111,4.181727910245412e-32,1.0180848807274136e-27,1.0,1.449671323283723e-42
1970-02-01,0.0,4.596378994000359e-44,0.9999999999956941,4.30810223077323e-12,0.0,1.7248440974803338e-39
1970-03-01,0.0,7.625752075734226e-45,0.9999999929003991,7.09960067515653e-09,0.0,1.3579899728217741e-36
1970-04-01,0.0,1.19797493770226e-61,0.9997325436429225,0.0002674563570713316,0.0,6.006283747847331e-66
1970-05-01,0.0,1.3864655754241809e-115,3.039668566517259e-13,4.887063775782673e-22,0.0,0.9999999999997016
1970-06-01,0.0,1.0274005442017908e-14,0.013089867019210322,0.9869091184831282,0.0,1.014497654420645e-06
1970-07-01,0.0,4.447723282977538e-28,0.0009701029354117016,0.9990298953274135,0.0,1.7371720005656457e-09
1970-08-01,0.0,2.357901138787437e-23,1.0547023306178646e-05,5.765849790122792e-07,0.0,0.9999888763917122
1970-09-01,0.0,3.5321927410591893e-41,5.937617540603307e-07,0.9999994062382442,0.0,2.9761779259725727e-28
1970-10-01,0.0,1.1349558313480622e-303,1.8084630453995268e-73,8.975804710870442e-36,1.0,8.522077868954359e-119
1970-11-01,0.0,3.1391708039871655e-30,0.9999305279348872,6.947206511177673e-05,0.0,1.5577573833954288e-23
1970-12-01,0.0,6.077593628407406e-225,9.423984917752587e-60,1.0,0.0,9.539793794440676e-120
1971-01-01,0.0,2.473468900786247e-62,0.00014094428074500523,0.9998590557192549,0.0,7.912439513956244e-22
1971-02-01,0.0,3.1884246995841174e-47,0.9995371843248015,0.0004626369610136206,0.0,1.7871418212216734e-07
1971-03-01,0.0,8.508355298327529e-39,0.012194549652910707,0.9878054503445982,0.0,2.4891709995810227e-12
1971-04-01,0.0,3.6921304578902943e-63,8.749824527902898e-08,0.9999999125017534,0.0,5.127431065773955e-17
1971-05-01,0.0,2.3950663499628504e-65,2.6787203314206103e-11,0.9999999999732125,0.0,9.801620523173255e-41
1971-06-01,0.0,1.6244765129396185e-94,2.4527720977362708e-18,1.0,0.0,6.488682934637505e-47
1971-07-01,0.0,3.4468945248778856e-112,9.555469221828295e-19,3.969458735106827e-06,0.0,0.9999960305412599
1971-08-01,0.0,5.691129117106445e-81,6.009782116540505e-20,1.0,0.0,2.7878999394272964e-23
1971-09-01,0.0,8.558569474637754e-63,1.9682709152765292e-10,0.9999999998031726,0.0,1.9083338818853835e-17
1971-10-01,0.0,5.978296397452769e-103,2.3481893442740574e-101,1.0,0.0,2.3592967509872936e-40
1971-11-01,0.0,1.5835197425175447e-46,1.3464139346109242e-13,0.999999999999865,0.0,6.342479538064278e-17
1971-12-01,0.0,2.7842140773901e-81,3.0178888215717693e-93,1.0,0.0,1.0729004509880745e-101
1972-01-01,0.0,7.533644218048373e-72,8.194464412511738e-13,0.9999999999991758,0.0,8.270829804172078e-42
1972-02-01,0.0,4.3577306436917994e-45,8.521146749742754e-05,0.9999147885321952,0.0,3.0428242923237924e-13
1972-03-01,0.0,2.2367839878200435e-70,6.128125876286326e-10,0.9999999993871782,0.0,7.835319377609688e-15
1972-04-01,0.0,1.2077894373406062e-47,0.004622122296216288,0.9953778777037835,0.0,4.533524710694506e-16
1972-05-01,0.0,9.869593465242014e-36,2.310701378264649e-06,0.9999976225719233,0.0,6.672669573854251e-08
1972-06-01,0.0,4.758059299294908e-31,0.004053775409116501,0.9959462245908854,0.0,5.239745027761248e-18
1972-07-01,0.0,2.1268798011631747e-34,0.9881984957102358,0.01180144105691116,0.0,6.323285300666075e-08
1972-08-01,0.0,1.091087331454751e-84,2.596758016740131e-18,0.9999999999999716,0.0,2.5774006055806944e-14
1972-09-01,0.0,7.630284839786072e-39,0.9999735624561101,2.643754230789754e-05,0.0,1.5784358050854223e-12
1972-10-01,0.0,9.357256648280618e-80,1.2605558691331574e-16,1.0,0.0,5.582918502348018e-28
1972-11-01,0.0,2.4651731971482955e-56,3.192816621256248e-11,0.9999999999680753,0.0,5.119805312096977e-50
1972-12-01,0.0,1.8846896120255677e-87,4.5494806301133485e-11,0.999999999954504,0.0,8.665835756467572e-35
1973-01-01,0.0,3.856897219486976e-99,8.216458910735889e-13,0.9999999999991758,0.0,6.10680362690268e-40
1973-02-01,0.0,8.110989301571407e-79,3.622364975719392e-10,0.9999999996377653,0.0,3.3509254295767012e-77
1973-03-01,0.0,6.415486084241926e-31,0.00014954481659118342,0.9998504551834062,0.0,2.3128609017485454e-16
1973-04-01,0.0,3.496698967454076e-27,0.002336682913181157,1.453837588879177e-09,0.0,0.9976633156329819
1973-05-01,0.0,1.747937226950314e-59,0.00045456820803795,0.9995454317911148,0.0,8.486647285605425e-13
1973-06-01,0.0,5.355302409442888e-37,8.717275650428251e-05,0.999912827243495,0.0,1.0300203620736941e-15
1973-07-01,0.0,3.013937041686024e-39,3.614783857533673e-08,4.0387444859039855e-22,0.0,0.9999999638521622
1973-08-01,1.0,0.0,0.0,0.0,0.0,0.0
1973-09-01,0.0,7.563452353449896e-168,7.280901360569683e-36,7.975938565662015e-82,0.0,1.0
1973-10-01,0.0,1.6934463758294797e-96,2.49203774641135e-13,0.9999999999997442,0.0,5.517355105275494e-48
1973-11-01,0.0,2.0945171525308487e-57,5.22225833299397e-21,1.0,0.0,3.967545166652807e-53
1973-12-01,0.0,4.658174209880708e-41,0.99999999999946,5.350714208305559e-13,0.0,4.985455845931342e-22
1974-01-01,0.0,9.781844705442084e-122,1.0,5.628782801244735e-218,0.0,1.383063081444013e-124
1974-02-01,0.0,6.227433373964564e-98,1.0,7.135813407880566e-205,0.0,1.0805485819604352e-82
1974-03-01,0.0,7.481757397315834e-65,0.9999999999975273,2.466788374022847e-12,0.0,2.3207662709864975e-17
1974-04-01,0.0,1.2613064897751761e-55,9.355074360471437e-18,5.679107465731645e-19,0.0,1.0
1974-05-01,0.0,9.805199572467927e-58,0.9999998624056398,1.3759436221118283e-07,0.0,7.733251595191562e-72
1974-06-01,0.0,7.797967251356529e-99,3.0405384196688174e-08,6.277571448763498e-12,0.0,0.9999999695883379
1974-07-01,0.0,3.144566217572396e-84,1.0,3.957503799431812e-19,0.0,4.4088380068089103e-16
1974-08-01,0.0,4.9735783221103095e-40,1.0,8.24958928256166e-21,0.0,1.2427478193146503e-53
1974-09-01,0.0,4.3993652747882546e-80,1.7347618689889727e-21,1.3520897922140806e-39,0.0,1.0
1974-10-01,0.0,1.554251936456476e-82,3.777323647437588e-33,8.997603646931998e-44,1.0,2.7842483677588386e-62
1974-11-01,0.0,4.253673367575683e-256,1.554179569194115e-46,2.672617636491303e-44,1.0,1.888189967369042e-71
1974-12-01,1.0,0.0,0.0,0.0,0.0,0.0
1975-01-01,0.0,8.553248776684271e-207,1.4603165672930825e-74,1.9067781579097315e-49,1.0,2.048722714519626e-59
1975-02-01,0.0,2.467181072612073e-240,3.484252116418984e-60,1.1470328288276753e-54,1.0,5.406428870074724e-75
1975-03-01,0.0,8.414121107331078e-125,1.0421981123015416e-40,3.4989029142903616e-38,1.0,4.215640598040937e-34
1975-04-01,0.0,1.1701356134917178e-63,9.625198188276007e-30,3.9381987100945953e-28,1.0,1.2648874954472874e-83
1975-05-01,0.0,3.037853595053613e-79,1.6767754178464335e-36,1.966044153710256e-30,1.0,1.018153389995489e-60
1975-06-01,0.0,1.0454829350947427e-88,0.9999999999929656,7.037068363482837e-12,0.0,5.027211273279095e-48
1975-07-01,0.0,1.2977382026768827e-68,8.407834694533552e-20,1.0,0.0,1.1732189845075745e-30
1975-08-01,0.0,3.1590395857822783e-100,4.464528325028051e-19,1.773656853287679e-09,0.0,0.9999999982263432
1975-09-01,0.0,1.721502716345501e-37,1.4501812654497675e-10,0.9999999998549853,0.0,2.6769423852187873e-19
1975-10-01,0.0,1.2079409552713158e-36,1.263787324925944e-10,0.9999999998736229,0.0,1.0852242383676565e-18
1975-11-01,0.0,8.488666047829585e-31,6.467038073508141e-12,0.9999999999935341,0.0,7.095469820020017e-33
1975-12-01,0.0,1.0196638211788352e-60,4.033381527353208e-25,1.0,0.0,7.460918801830442e-36
1976-01-01,0.0,4.462757909188199e-121,8.428646266608433e-19,1.0,0.0,4.706397511875479e-24
1976-02-01,0.0,1.5354492755522084e-54,1.255992672085397e-07,0.9999998742650867,0.0,1.3564672501804537e-10
1976-03-01,0.0,7.741066157129808e-24,8.927071382965274e-10,0.9999998522426206,0.0,1.4686466921099255e-07
1976-04-01,0.0,3.005104048097364e-57,3.0789043585289816e-12,0.9999999999969233,0.0,4.828088970344682e-47
1976-05-01,0.0,2.4609296905955764e-42,0.9999980245276462,1.9754723529351664e-06,0.0,4.735908073753824e-25
1976-06-01,0.0,1.2530555226125137e-45,2.2520481308986945e-07,0.9999997747951892,0.0,2.6054635920605698e-18
1976-07-01,0.0,1.0281191278912066e-19,1.8032651935142754e-06,0.9999981967348065,0.0,1.5065356204090968e-18
1976-08-01,0.0,2.737341507921371e-32,1.2070885479280468e-10,0.9999999998792788,0.0,1.3280588587181513e-14
1976-09-01,0.0,8.81915753549655e-37,2.4036956551944405e-23,1.0,0.0,6.048645688885286e-35
1976-10-01,0.0,1.211745080663816e-52,0.9999984785443693,1.5211908076524237e-06,0.0,2.648245858461762e-10
1976-11-01,0.0,6.062153709436137e-82,1.6173136478745377e-31,1.0,0.0,1.5773128375687547e-31
1976-12-01,0.0,9.358883673704207e-32,1.0114318221448023e-10,0.9999999998988542,0.0,1.5716838015804414e-35
1977-01-01,0.0,2.2292548407399664e-158,1.0,1.994462867872908e-59,0.0,1.700671418449151e-197
1977-02-01,0.0,2.5713956484210093e-153,2.153503382790337e-31,1.0,0.0,5.2228580843689646e-180
1977-03-01,0.0,3.658426336271434e-80,6.969302094582373e-21,1.0,0.0,6.294830078391074e-29
1977-04-01,0.0,2.4585732713266915e-56,0.00020911432325516574,0.9997908856764384,0.0,3.049150514337452e-13
1977-05-01,0.0,9.602462797662178e-39,8.928325559858982e-07,0.9997594703319019,0.0,0.00023963683554415027
1977-06-01,0.0,4.234204057389764e-30,1.7782572556971316e-08,0.9999999822174247,0.0,8.874310947295836e-29
1977-07-01,0.0,9.28707523123746e-36,8.716926736807644e-11,0.9999999999127951,0.0,3.244334191616501e-14
1977-08-01,0.0,2.3171360530555196e-31,5.8959993794359694e-05,0.9989570407727206,0.0,0.0009839992334872041
1977-09-01,0.0,3.463049845715123e-30,4.709801828407123e-14,0.9999999999999503,0.0,1.0832919864262646e-26
1977-10-01,0.0,1.1098861180005844e-23,0.00039779929434380774,0.9996022007056535,0.0,5.634408125684244e-18
1977-11-01,0.0,5.059599037238629e-32,6.2668090222416905e-06,0.9999937331909805,0.0,1.1629816932333705e-17
