from,0,1,2,3,4,5
0,0.0,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333
1,0.07547169811320754,0.0,0.1509433962264151,0.09433962264150944,0.2641509433962264,0.4150943396226416
2,0.05405405405405405,0.3243243243243243,0.0,0.5405405405405405,0.027027027027027025,0.05405405405405405
3,0.034482758620689655,0.06896551724137931,0.2413793103448276,0.0,0.4827586206896552,0.17241379310344826
4,0.017241379310344827,0.11206896551724138,0.017241379310344827,0.39655172413793105,0.0,0.4568965517241379
5,0.010638297872340427,0.18085106382978725,0.04255319148936171,0.14893617021276595,0.6170212765957448,0.0
